recipe_name,author,preparation_time,cook_time,total_time,rest_time,quantity,ingredients
Tarte à l'abricot,Émilie,5 min,30 min,35 min,0 min,6 personnes,"['1  pâte brisée', ""500 g d'abricots"", '2  œufs', '100 g de sucre', '1 c.s. de sucre vanillé', ""50 g de poudre d'amandes"", '20 ml de crème fraîche']"
Tarte citron & basilic,Tia NGUYEN,30 min,20 min,2 h 50,2 h,6 personnes,"['175 g de beurre froid', '125 g de sucre glace', ""30 g de poudre d'amandes"", '1  œuf', '1  gousse de vanille', '310 g de farine T45', '1 pincée de sel', '1 zeste de citron', '3  œufs', '180 ml de jus de citron vert', '170 g de sucre semoule', '200 g de beurre doux', '1 bouquet de basilic', '1  feuille de gélatine']"
Muffins aux myrtilles,Magimix,10 min,25 min,35 min,0 min,10 pièces,"['280 g de farine', '10 g de levure chimique', '1 pincée de sel fin', '200 g de myrtilles', '80 g de beurre fondu', '120 ml de lait', '2  œufs', '150 g de sucre en poudre']"
Clafoutis aux cerises,Magimix,10 min,40 min,50 min,0 min,6 personnes,"['120 g de farine', '500 g de cerises', '4 grappes de groseilles', '1 noix de beurre pour les moules', '30 g de beurre demi-sel', '400 ml de lait entier', '4  œufs', '1 c.s. de sucre glace', '100 g de cassonade']"
Cookies au chocolat blanc,Magimix,10 min,15 min,25 min,0 min,15 pièces,"['300 g de farine', ""0.5 c.c. d'extrait de vanille"", '50 g de cerneaux de noix', '150 g de beurre pommade', '1  gros œuf', '50 g de pépites de chocolat blanc', '100 g de sucre en poudre', '50 g de cassonade']"
Tarte amandine aux poires,Magimix,15 min,45 min,3 h,2 h,6 personnes,"['10  demi-poires au sirop', '1 noix de beurre', ""80 ml d'eau chaude"", '1  pâte brisée sucrée', '5 c.s. de sucre en poudre', '1 sachet de nappage pour tarte', '165 g de sucre en poudre', ""165 g de poudre d'amandes"", '165 g de beurre pommade', '3  œufs']"
Confiture d'abricots,Magimix,10 min,25 min,12 h 35,12 h,3 pots,"['0.5  citron jaune', ""500 g d'abricots"", '400 g de sucre (spécial confiture)']"
Clafoutis aux figues,Magimix,10 min,40 min,50 min,0 min,6 personnes,"['120 g de farine', '500 g de figues', '4 grappes de groseilles', '1 noix de beurre', '30 g de beurre demi-sel fondu', '400 ml de lait entier', '4  œufs', '100 g de sucre en poudre', '100 g de cassonade']"
Crèmes caramel,Magimix,5 min,50 min,55 min,0 min,6 personnes,"['500 ml de lait', '3  œufs', '80 g de sucre', '2 sachets de sucre vanillé', '250 g de sucre', ""65 ml d'eau"", '1 c.c. de vinaigre blanc']"
Tarte amandine aux cerises,Magimix,15 min,45 min,3 h,2 h,6 personnes,"['600 g de cerises', '1 noix de beurre', ""80 ml d'eau chaude"", '1  pâte brisée sucrée', '5 c.s. de sucre en poudre', '1 sachet de nappage pour tarte', '165 g de sucre', ""165 g de poudre d'amandes"", '165 g de beurre pommade', '3  œufs']"
Financiers à la pistache,Magimix,15 min,20 min,35 min,0 min,12 pièces,"['60 g de farine', '1 pincée de levure chimique', '1 pincée de sel', ""150 g de poudre d'amandes"", ""0.5 c.c. d'arôme d'amande amère"", '0.5 c.c. de pâte de pistaches', '200 g de beurre', ""5  blancs d'œufs"", '170 g de sucre glace', '5 c.c. de pistaches']"
Congolais coco et chocolat,Magimix,10 min,15 min,1 h 25,1 h,20 pièces,"['1 pincée de sel', '250 g de noix de coco râpée', ""4  blancs d'œufs"", '160 g de sucre en poudre', '100 g de chocolat noir dessert']"
Minibabas au rhum,Magimix,15 min,35 min,1 h 20,30 min,6 personnes,"['120 g de farine', '1 sachet de levure chimique', '1 pincée de sel', '1.5  pommes', '50 g de beurre pommade', '60 ml de lait chaud', '3  œufs', '150 g de sucre', '500 ml de crème liquide (30 % mat. grasse min.)', '60 g de sucre glace', '1  orange bio', '100 ml de rhum', ""400 ml d'eau"", '200 g de sucre']"
Panna cotta - fruits des bois,Magimix,25 min,10 min,2 h 35,2 h,6 personnes,"['100 g de fraises Gariguette', '200 g de framboises', '100 g de myrtilles', '50 g de mûres', '35 g de sucre en poudre', '800 ml de crème liquide légère', '2  gousse(s) de vanille', '120 g de sucre', '4 feuilles de gélatine']"
Éclairs au chocolat,Magimix,20 min,45 min,4 h 35,3 h 30,8 personnes,"['3  œuf(s)', '50 g de sucre', '2 sachets de sucre vanillé', '100 g de chocolat', '40 g de fécule de maïs (Maïzena®)', '300 ml de lait demi-écrémé UHT', '80 g de beurre', '180 g de farine T45', '1 pincée de sel', ""200 ml d'eau"", '2 c.c. de sucre', '3  œufs', '20 g de noisettes concassées']"
Sabayon aux agrumes,Magimix,15 min,10 min,55 min,30 min,4 personnes,"[""50 ml de jus d'orange"", ""4  jaunes d'œufs"", '75 g de sucre en poudre', '2 c.s. de Cointreau®', '2  oranges', '2  pamplemousses']"
Crème brûlée,Magimix,10 min,8 min,2 h 18,2 h,6 personnes,"['3 feuilles de gélatine', '1  gousse de vanille', ""5  jaunes d'œufs"", '40 g de sucre en poudre', '50 g de cassonade', '0.5 L de crème liquide entière', '25 g de fécule de maïs (Maïzena®)']"
"Riz au lait, compotée de framboises",Magimix,15 min,35 min,50 min,0 min,4 personnes,"['120 g de riz rond spécial dessert', '1  gousse de vanille charnue', ""1 zeste d'orange bio"", '650 ml de lait', '50 g de sucre', '30 g de framboises fraîches', '200 g de framboises', '100 g de sucre', ""50 ml d'eau""]"
Brownie aux deux chocolats,Magimix,10 min,35 min,45 min,0 min,9 personnes,"['70 g de farine', '2 c.c. de levure chimique', '1 pincée de sel', '125 g de beurre', '3  œufs', '150 g de sucre', '200 g de chocolat noir', '150 g de noix de pécan', '80 g de chocolat blanc', '60 g de sucre', '50 g de farine T45', '1 pincée de sel', '60 g beurre', '2  œufs', '2 c.c. de levure chimique']"
Îles flottantes,Magimix,25 min,20 min,45 min,0 min,6 personnes,"['1  gousse de vanille', '500 ml de lait tempéré', ""6  jaunes d'œufs"", '60 g de sucre', '100 ml de caramel', ""6  blancs d'œufs"", '1 pincée de sel', '60 g de sucre']"
Tarte fine aux pommes,Magimix,15 min,30 min,1 h 15,30 min,6 personnes,"['250 g de farine', '1 pincée de cannelle', '1 pincée de sel', '4  pommes', '100 g de beurre pommade', '1  œuf', '1 c.s. de miel', '120 g de sucre glace', '1 sachet de sucre vanillé', '0.5 L de crème liquide entière (30 % mat. grasse min.)']"
Carpaccio de fruits-coulis kiwi,Magimix,20 min,5 min,55 min,30 min,6 personnes,"['0.5  ananas', '1  grenade', '3  kiwis', '0.5  melon', '2  petites oranges', '2  pêches blanches', ""100 ml d'eau"", '1 c.s. de sirop de menthe', '50 ml de miel', '5 feuilles de menthe', '2  kiwis']"
Cupcakes aux myrtilles,Magimix,35 min,25 min,2 h,1 h,10 pièces,"['280 g de farine', '10 g de levure chimique', '1 pincée de sel fin', '200 g de myrtilles fraîches ou surgelées', '80 g de beurre fondu', '120 ml de lait', '2  œufs', '150 g de sucre en poudre', '300 g de fromage à tartiner', '50 g de beurre', '1  citron jaune (zestes + 1 c.s. de jus)', '100 g de sucre glace']"
Bâtonnets glacés à la fraise,Magimix,10 min,0 min,5 h 10,5 h,4 personnes,"['120 g de dattes fraîches', '500 g de fraises équeutées', '100 ml de crème fraîche épaisse']"
"Sorbet citron, hibiscus, gingembre",Magimix,15 min,0 min,15 min,0 min,4 personnes,"['2  citrons verts', '1 c.c. de poudre de gingembre', '625 ml d’eau froide', ""1  blanc d'œuf"", '200 g de sirop d’agave', '200 ml de jus d’hibiscus']"
Sorbet à la cerise,Magimix,5 min,0 min,5 min,0 min,4 personnes,"['1 c.s. de jus de citron', '400 g de cerises surgelées', ""1  blanc d'œuf"", '75 g de sucre en poudre']"
Glace au chocolat praliné,Popotamfamily,1 h,0 min,9 h,8 h,4 personnes,"['3  œufs', '50 g de sucre', '100 ml de crème liquide', '170 g de chocolat praliné', '50 g de pépites de chocolat', '50 g de sucre glace']"
"Crème glacée vanille, éclats de Daim",Lili Cube,10 min,0 min,3 h 10,3 h,3 personnes,"[""2  jaunes d'œufs"", '200 ml de lait demi-écrémé', '50 g de sucre en poudre', '2 c.s. de sucre vanillé', '200 ml de crème liquide']"
Sorbet à la pêche,Magimix,5 min,0 min,5 min,0 min,4 personnes,"['1 c.s. de jus de citron', '400 g de pêche surgelée', ""1  blanc d'œuf"", '75 g de sucre en poudre']"
Sorbet à la framboise,Magimix,5 min,0 min,5 min,0 min,4 personnes,"['1 c.s. de jus de citron', '400 g de framboises surgelées', ""1  blanc d'œuf"", '75 g de sucre en poudre']"
"Smoothie café, chocolat, whey",Magimix,10 min,0 min,10 min,0 min,2 verres,"['200 ml de lait', '2 c.s. de cacao', '2 c.s. de café en poudre', '2 c.s. de whey', '10  glaçons']"
"Smoothie chou kale, raisin & basilic",Magimix,10 min,0 min,10 min,0 min,2 verres,"['100 g de chou kale', '100 g de raisins blancs', ""250 ml d'eau"", '1 c.s. de basilic frais', '10  glaçons']"
"Bowl pomme, noix de pécan, pistache",Magimix,10 min,0 min,10 min,0 min,2 personnes,"['300 g de yaourt grec', '20 g de pistaches', '2 c.s. de miel', '40 g de noix de pécan', '20 g de pommes séchées']"
"Bubble tea, lait, abricot",Magimix,10 min,15 min,25 min,0 min,2 verres,"['50 g de perles du Japon', '100 ml de thé noir froid', '50 ml de lait', ""250 ml nectar d'abricot"", '10  glaçons', '4  litchis']"
"Smoothie avocat, chou kale, menthe",Magimix,10 min,0 min,10 min,0 min,2 verres,"[""150 g d'avocat"", '50 g de chou kale', '4 feuilles de menthe', '1 c.c. de sel de céleri', ""200 ml d'eau""]"
Milkshake coco passion,Magimix,10 min,0 min,10 min,0 min,2 verres,"['250 ml de lait de coco', '1  banane', '2 boules de glace aux fruits de la passion']"
Smoothie café spéculoos,Magimix,10 min,15 min,25 min,0 min,1 verre,"[""200 ml de lait d'amandes"", '4  Spéculoos', '1 c.c. de café', '1 c.c. de cannelle', ""150 ml d'eau froide""]"
Lassi pruneau pistache,Magimix,10 min,0 min,10 min,0 min,2 verres,"['125 g de yaourt nature', '100 ml de lait', '100 g de jus de pruneau', '3 c.c. de pistaches hachées', ""1.5 c.c. d'amandes pilées"", '0.5 c.c. de cannelle', '0.5 c.c. de muscade', '0.5 c.c. de cardamome en poudre', '10  glaçons', '1 c.c. de sucre de canne']"
Jus récup aux 4 légumes,Magimix,15 min,0 min,15 min,0 min,2 verres,"['1  pomme Granny Smith', '2  carottes', '0.5  concombre', '1 branche de céleri branche', '100 ml de jus de tomate', ""250 ml d'eau"", '1 c.c. de sel au céleri']"
Hot apple cider de Nicook,Nicook,10 min,1 h,1 h 10,0 min,12 verres,"['1 kg de pommes', '1 kg de poires', '1 c.s. de cannelle', '3 c.c. de gingembre', '85 g de sucre muscovado', '125 g de cranberries', '1  gousse de vanille', ""2 L d'eau"", '2  clémentines']"
Glacé à la pêche,Magimix,5 min,0 min,5 min,0 min,4 personnes,"['3  pêches mûres', '2 c.s. de miel', '12  glaçons']"
Douceur d'automne,Magimix,5 min,0 min,5 min,0 min,4 personnes,"['400 g de poires au sirop', ""1 c.s. de sirop d'érable"", '10  glaçons', '0.5 c.c. de cannelle', '2  yaourts veloutés']"
Lassi pêche à la rose,Magimix,5 min,0 min,5 min,0 min,4 verres,"['4  yaourts', '2  pêches', '4 c.s. de sirop de rose', '250 ml de lait', '2 c.s. de sucre semoule']"
Lassi épicé,Magimix,5 min,0 min,5 min,0 min,4 verres,"['4  yaourts', '4 c.s. de sucre semoule', '0.5 c.c. de cardamome moulue', '250 ml de lait', '10 g de pistaches nature', '1 pincée de safran', ""1 poignée d'amandes effilées""]"
Milkshake coco-mango,Emma Fischer,5 min,0 min,5 min,0 min,2 verres,"['400 g de pulpe de mangue', '15 ml de jus de citron vert', '10  glaçons', '125 ml de lait de coco', '2 c.c. de miel']"
Granité citron,Magimix,5 min,0 min,5 min,0 min,2 verres,"[""100 ml d'eau"", '1  citron jaune', '3 c.s. de sirop de sucre de canne', '12  glaçons']"
Vodka fraises,Magimix,10 min,0 min,10 min,0 min,2 verres,"['100 ml de vodka', '0.5  citron jaune', '60 g de sucre', '250 g de fraises', '8  glaçons']"
"Cocktail fraise, framboise, melon",Magimix,10 min,0 min,10 min,0 min,4 verres,"['200 g de fraises', '200 g de framboises', '1  melon']"
Jus de Pastèque au miel,Magimix,10 min,0 min,10 min,0 min,4 verres,"['350 g de pastèque', '250 ml de jus de pomme', '2  bananes', '2 c.c. de miel']"
Vin chaud,Magimix,10 min,28 min,38 min,0 min,6 verres,"['750 ml de vin rouge', '100 g de sucre roux', ""1 zeste d'orange"", '2 bâtons de cannelle', '2  clous de girofle', '2  badianes', '1 pincée de poivre en grains', '3 cm de gingembre']"
Mocaccino glacé,Magimix,10 min,5 min,15 min,0 min,2 verres,"['150 ml de café froid', '100 ml de lait entier', '30 g de glaçons', '100 ml de crème liquide (30 % mat. grasse min.)', '150 g de chocolat noir (66 %)', '200 ml de crème liquide (30 %)']"
Milkshake au Bounty®,Magimix,5 min,0 min,5 min,0 min,4 verres,"['4 boules de glace vanille', '1  banane', '1 c.s. de crème fraîche', '800 ml de lait', '4  barres Bounty®', '12  glaçons']"
Milkshake au chocolat,Magimix,10 min,5 min,12 h 15,12 h,4 verres,"['150 g de chocolat noir', '100 ml de crème liquide', ""2  jaunes d'œufs"", '30 g de cacao non sucré', '20 g de sucre', '400 ml de lait', '100 g de chocolat blanc', '10  glaçons']"
Smoothie détox vitaminé,Magimix,10 min,0 min,10 min,0 min,4 verres,"['1  mangue', '2  bananes', '2  pommes', '125 g de myrtilles', ""20 g de flocons d'avoine"", '2  yaourts de brebis']"
Jus coup de boost,Magimix,10 min,0 min,10 min,0 min,4 verres,"['2  carottes', '2  kiwis', '2  oranges', '2  citrons jaunes', '2  pommes', ""2 poignées d'épinards frais""]"
Jus détox,Magimix,10 min,0 min,10 min,0 min,4 verres,"['2  carottes', '1  concombre', '0.25  de pastèque', '1 bouquet de coriandre fraîche']"
Jus anti coup de froid,Magimix,10 min,0 min,10 min,0 min,4 verres,"['4  carottes', '4  pommes', '2  betteraves cuites']"
Lait de noix de cajou,Magimix,15 min,0 min,8 h 15,8 h,2 verres,"['200 g de noix de cajou', ""600 ml d'eau""]"
Jus d'hiver,Magimix,5 min,0 min,5 min,0 min,2 verres,"['4  carottes', '1  betterave cuite', '0.25  céleri-rave', '0.5  citron vert']"
"Jus pomme, carotte, orange",Magimix,5 min,0 min,5 min,0 min,2 verres,"['1  pomme', '2  oranges', '2  carottes', '1 cm de gingembre']"
"Jus cranberries, orange, poire",Magimix,5 min,0 min,1 h 5,1 h,2 verres,"['2  oranges', '1  poire', '40 ml de thé', '30 g de cranberries']"
Jus de tomate et pastèque,Magimix,10 min,0 min,10 min,0 min,2 verres,"['2  tomates mûres', '0.25  pastèque']"
Jus de tomate,Magimix,10 min,0 min,10 min,0 min,2 verres,['4  tomates mûres']
Jus de chou kale et pomme,Magimix,10 min,0 min,10 min,0 min,2 verres,"['4 feuilles de chou kale', '2  pommes']"
Jus de chou blanc et pomme,Magimix,10 min,0 min,10 min,0 min,2 verres,"['450 g de chou blanc', '1  pomme']"
Jus d'automne,Magimix,5 min,0 min,5 min,0 min,2 verres,"['3  poires', '1 branche de céleri branche', '1 cm de gingembre frais']"
Jus d'automne extra,Magimix,5 min,0 min,5 min,0 min,2 verres,"['3  poires', '1 branche de céleri branche', '1 cm de gingembre frais', '1 c.c. de graines de sésame', '8 c.c. de gelée royale']"
Cocktail Margarita,Silvia Icart,5 min,0 min,5 min,0 min,4 verres,"['150 ml de tequila blanche', '60 ml de cointreau', '125 g de sucre', '12  glaçons', '2  citrons jaunes']"
Margarita,Délices et Pâtisseries,10 min,0 min,10 min,0 min,2 verres,"['300 g de glaçons', '100 ml de tequila', '50 ml de jus de citron vert', '60 ml de cointreau', '2 c.s. de sirop de sucre de canne']"
Frozen Daiquiri au citron,Monny B,5 min,0 min,5 min,0 min,4 personnes,"['20  glaçons', '10 ml de jus de citron', '4 c.s. de sucre de canne', '150 ml de rhum blanc']"
Lait concentré sucré,MarieCredoz,2 min,10 min,12 min,0 min,1 bol,"['120 g de lait en poudre', '150 g de sucre', ""150 ml d'eau""]"
Margarita à la fraise,Aurélie Kalt,5 min,0 min,5 min,0 min,4 verres,"['900 g de glaçons', '3  citrons verts', '400 g de fraises', '120 ml de Cointreau®', '2 c.s. de sucre', '1  citron jaune', '200 ml de Tequila®']"
Shake yaourt aux fruits rouges,Magimix,5 min,0 min,5 min,0 min,4 verres,"['250 g de framboises', '250 g de myrtilles', '2 verres de lait', '250 g yaourt(s) velouté(s)', '2 c.s. de miel']"
Smoothie nectarine-banane,Magimix,5 min,0 min,5 min,0 min,4 verres,"['1  citron vert', '200 ml de jus de pomme', '1  banane', '2  nectarines', ""2 c.s. de sirop d'agave""]"
Chocolat chaud traditionnel,Magimix,5 min,5 min,10 min,0 min,4 verres,"['400 ml de lait entier', '20 g de sucre en poudre', '240 g de chocolat noir à 70 % de cacao', '270 ml de crème liquide']"
Café frappé gourmand,Magimix,5 min,0 min,5 min,0 min,4 verres,"['200 g de glaçons', '300 ml de café', '150 ml de lait demi-écrémé', '150 ml de crème fouettée', '3 c.c. de sucre en poudre', '25 ml de coulis de caramel', '10 g de praline']"
Princes maison à la fraise,Magimix,20 min,15 min,2 h 35,2 h,15 pièces,"['150 g de confiture de fraises', '200 g de farine', '140 g de beurre demi-sel mou', '100 g de sucre glace', '1  œuf', ""30 g de poudre d'amandes""]"
Financiers aux amandes,Magimix,10 min,20 min,1 h 30,1 h,6 personnes,"['200 g de beurre', '170 g de sucre', ""150 g de poudre d'amandes"", '60 g de farine', '1 pincée de sel', ""5  blancs d'œufs"", ""1 c.c. d'arôme d'amande amère""]"
Crème d'amandes vanillée,Magimix,5 min,0 min,5 min,0 min,4 personnes,"['2  œufs', '100 g de sucre', ""100 g de poudre d'amandes"", '100 g de beurre', '1 sachet de sucre vanillé']"
Salade de Noël,Magimix,15 min,0 min,15 min,0 min,4 personnes,"['50 g de mâche', '50 g de laitue', '0.5  pomme', '10  grains de raisin', '20 g de cerneaux de noix', '1 tranche de saumon fumé', ""1 tranche de pain d'épices"", '15 g de foie gras', '10 g de jambon fumé', '1 c.s. de pignons de pin', '10  tomates cerises', ""3 c.s. d'huile de tournesol"", '3 c.s. de vinaigre de framboises', '2 c.c. de miel', '2 c.c. de moutarde', '1 pincée de sel', '1 pincée de poivre']"
Sablés au parmesan,Magimix,10 min,15 min,2 h 25,2 h,4 personnes,"['100 g de farine T55', '100 g de parmesan râpé', '80 g de beurre mou', '1 c.s. de romarin séché']"
Houmous aux poivrons,Magimix,10 min,0 min,10 min,0 min,1 bol,"['400 g de pois chiches', ""1  gousse d'ail"", '50 g de tahin', ""30 ml d'huile d'olive"", '350 g de poivrons rouges marinés', '30 ml de jus de citron jaune', '1 pincée de sel', '1 pincée de poivre']"
Tartelette mangue pastèque melon,Magimix,10 min,30 min,40 min,0 min,2 pièces,"['1  pâte brise ou sablée', '70 g de noix diverses (amandes, noisettes, ...)', '1  kiwi', '0.5  mangue', '0.5  melon', '1 tranche de pastèque', '0.25  ananas', '1 brin de menthe fraîche']"
Guacamole,Magimix,10 min,0 min,1 h 10,1 h,1 bol,"['0.5  citron jaune', '3 brins de coriandre', '1 pincée de sel', '1 pincée de poivre', '2  avocats bien mûrs', '2 c.s. de crème fraîche épaisse', '1  oignon(s) nouveau(x)', ""1 c.c. de piment d'Espelette""]"
Chips de légumes,Magimix,15 min,15 min,30 min,0 min,6 personnes,"['200 g de pommes de terre', '1 c.s. de paprika ou de cumin', '1 pincée de sel', '1 pincée de poivre 5 baies', ""0.5 L d'huile de pépins de raisin"", '100 g de carotte', '150 g de courgette', '100 g de navet', '150 g de betterave crue']"
