recipe_name,tag,image_url,recipe_url,page,author,preparation_time,cook_time,total_time,rest_time,quantity,ingredients
Cookies chocolat,DESSERTS,https://assets.magimix.com/files/rec_1199/1811345245cookies.jpg,https://www.magimix.fr/recettes/cookies-chocolat_c,10,Magimix,10,10,40,20,40 pièces,"['250 g de farine', '125 g de beurre pommade', '60 g de cassonade', '60 g de sucre semoule', '100 g de pépites de chocolat', '2  œufs', '1 sachet de levure chimique', '0.5 c.c. de sel']"
Cake aux noix,DESSERTS,https://assets.magimix.com/files/rec_1190/Fotolia_45176382_L.jpg,https://www.magimix.fr/recettes/cake-aux-noix_c,10,Magimix,15,30,45,0,8 personnes,"['150 g de cerneaux de noix', '120 g de sucre', '100 g de beurre pommade', '40 g de farine', '1 c.s. de rhum', '3  œufs', '1 sachet de levure chimique', '1 pincée de sel']"
Soufflé au saumon fumé,POISSONS,https://assets.magimix.com/files/rec_1176/84100234clafoutisyprintanier.jpg,https://www.magimix.fr/recettes/souffle-au-saumon-fume_c,10,Magimix,20,10,30,0,6 personnes,"['100 g de saumon fumé', '25 g de crème de riz', ""2  jaunes d'œufs"", ""3  blancs d'œufs"", '100 ml de lait', '1 c.c. de ketchup', '15 ml de vodka', '1 pincée de piment de cayenne', '2 pincées de muscade', '1 c.s. de farine', '1 noix de beurre']"
Lotte au vin de Médoc,POISSONS,https://assets.magimix.com/files/rec_1161/482809072lotte.jpg,https://www.magimix.fr/recettes/lotte-au-vin-de-medoc_c,10,Magimix,20,55,1,0,4 personnes,"['600 g filets de lotte', '75 cl de medoc', ""1 L d'eau"", '1  bouillon de volaille', ""1 c.s. d'huile d'olive"", '3  échalotes', '3  blancs de poireaux', '400 g de champignons de Paris', ""1  gousse d'ail"", '1 feuille de laurier', '1 branche de thym', '2  clous de girofle']"
Gratin de poisson,POISSONS,https://assets.magimix.com/files/rec_1158/Fotolia_76257002_M.jpg,https://www.magimix.fr/recettes/gratin-de-poisson_c,10,Magimix,30,25,55,0,6 personnes,"['300 g de filet de haddock', '75 ml de crème fraîche liquide', '100 g de parmesan', ""300 g d'épinards frais"", '5  pommes de terre', '2  œufs', '1  oignon', '1  carotte', '1  citron jaune', '1 c.s. de moutarde', '1 poignée de persil', ""1 c.s. d'huile d'olive""]"
Velouté aux champignons,SOUPES,https://assets.magimix.com/files/rec_1117/1264705408velout_ychampi.jpg,https://www.magimix.fr/recettes/veloute-aux-champignons_c,10,Magimix,10,20,30,0,4 personnes,"['400 g de champignons de Paris', '6 c.s. de fécule de maïs (Maïzena®)', '1  cube de bouillon de légumes', ""1 L d'eau"", '200 ml de crème fraîche']"
Gratin dauphinois,LÉGUMES,https://assets.magimix.com/files/rec_1090/gratin.jpg,https://www.magimix.fr/recettes/gratin-dauphinois_c,10,Magimix,20,1,1,0,6 personnes,"['1 kg de pommes de terre', '150 g de gruyère', '80 ml de crème liquide', '30 g de beurre', '500 ml de lait', ""1  gousse d'ail"", '1 pincée de muscade', '1 pincée de sel', '1 pincée de poivre']"
Clafoutis printanier,VÉGÉTARIENS,https://assets.magimix.com/files/rec_1074/105820499clafoutiylegumes.jpg,https://www.magimix.fr/recettes/clafoutis-printanier_c,10,Magimix,10,40,50,0,4 personnes,"['2  œufs', '320 ml crème fraîche liquide', '0.75  de courgette', ""0.75  d'une carotte"", '1.5  navet', '0.3  de poivron rouge', '0.5  oignon', '5  tomates cerises', '3 brins de ciboulette', '1 brin de thym', '2 pincées de noix de muscade']"
Tartare de saumon,POISSONS,https://assets.magimix.com/files/rec_1061/tartareysaumon2.jpg,https://www.magimix.fr/recettes/tartare-de-saumon,10,Magimix,15,0,15,0,6 personnes,"['800 g de saumon cru', '2  citrons jaunes', ""4 c.s. d'huile d'olive"", '1 bouquet de ciboulette', '4 c.s. de câpres', '2  oignons', '1  poivron']"
Salade de pâtes aux légumes croquants,ENTRÉES,https://assets.magimix.com/files/rec_1045/1827420670SALADEypates.jpg,https://www.magimix.fr/recettes/salade-de-pates-aux-legumes-croquants,11,Magimix,15,10,1,1,6 personnes,"['325 g de penne', '6  radis roses', '1  carotte', '1  courgette', '1  poivron rouge', '1  oignon rouge', '1  citron jaune', '1 branche de basilic', '2 brins de persil', ""65 ml d'huile d'olive"", '1 pincée de sel', '1 pincée de poivre']"
Pesto,SAUCES,https://assets.magimix.com/files/rec_962/pesto_avatar.jpg,https://www.magimix.fr/recettes/pesto-1_c,11,Magimix,10,0,10,0,1 bol,"['50 g de pignons de pin', '50 g de parmesan', ""100 ml d'huile d'olive"", ""2  gousses d'ail"", '1 bouquet de basilic']"
Guacamole,APÉRITIFS,https://assets.magimix.com/files/rec_957/guacamole.jpg,https://www.magimix.fr/recettes/guacamole-1_c,11,Magimix,5,0,5,0,1 bol,"['2  avocats mûrs', '30 ml de crème fraîche', '1  oignon', '1  jus de citron jaune', '8 gouttes de Tabasco®']"
Cake au jambon et aux olives,APÉRITIFS,https://assets.magimix.com/files/rec_949/1775338292cakeyolives.jpg,https://www.magimix.fr/recettes/cake-au-jambon-et-aux-olives-1_c,11,Magimix,10,45,55,0,8 personnes,"['150 g de farine T45', '100 g de gruyère', '125 ml de lait chaud', ""100 ml d'huile d'olive"", '3  œufs', '1 sachet de levure chimique', '200 g de dès de jambon blanc', ""75 g d'olives vertes dénoyautées""]"
Quiche aux poireaux,VÉGÉTARIENS,https://assets.magimix.com/files/rec_941/825231539quicheypoireaux.jpg,https://www.magimix.fr/recettes/quiche-aux-poireaux-1_c,11,Magimix,45,30,2,1,6 personnes,"['250 g de farine T45', '50 g de beurre pommade', ""130 ml d'eau"", '200 g de beurre froid', '100 ml de crème fraîche', '40 g de beurre', '40 g de gruyère', ""50 ml d'eau"", '2  poireaux', '2  œufs']"
Pizza aux légumes,BOULANGERIE,https://assets.magimix.com/files/rec_939/561743010pizzayl_gumes.jpg,https://www.magimix.fr/recettes/pizza-aux-legumes-1_c,11,Magimix,45,0,1,30,1 pizza,"['200 g de farine T55', ""100 ml d'eau"", ""35 ml d'huile"", '4 g de sel', '1 sachet levure de boulanger', ""1 c.c. d'origan (facultatif)"", '300 g de mozzarella', '6 c.s. de coulis de tomate', '1  courgette', '2  tomates', '1  oignon', '1 poignée de basilic frais', '1 pincée de sel', '1 pincée de poivre']"
Pâte à blinis,BOULANGERIE,https://assets.magimix.com/files/rec_932/1043700373blinis.jpg,https://www.magimix.fr/recettes/pate-a-blinis-1_c,11,Magimix,5,5,1,1,14 pièces,"['250 g de farine T45', '25 g de crème fraîche épaisse', '7 g de levure fraîche de boulanger', '250 ml de lait', '25 g de beurre', '3  œufs', '1 pincée de sel']"
Pain de mie,BOULANGERIE,https://assets.magimix.com/files/rec_927/158375946painymie.jpg,https://www.magimix.fr/recettes/pain-de-mie-1_c,11,Magimix,1,30,3,1,1 pain,"['350 g de farine T55', '275 ml de lait', '30 g de beurre', '10 g de sucre en poudre', '10 g de levure fraîche de boulanger', '5 g de sel']"
Baguettes,BOULANGERIE,https://assets.magimix.com/files/rec_909/Baguette_amb.jpg,https://www.magimix.fr/recettes/baguettes-1_c,11,Magimix,20,15,2,1,2 pains,"['250 g de farine T55', ""150 ml d'eau"", '5 g de levure fraîche de boulanger', '5 g de sel']"
Pain de campagne,BOULANGERIE,https://assets.magimix.com/files/rec_10467/painy375.jpg,https://www.magimix.fr/recettes/pain-de-campagne-1_c,11,Magimix,10,30,3,2,1 pain,"['250 g de farine T55', ""160 ml d'eau"", '5 g de levure fraîche de boulanger', '5 g de sel']"
Tarte aux figues fraîches,DESSERTS,https://assets.magimix.com/files/rec_138/1050900369tarteyfigues.jpg,https://www.magimix.fr/recettes/tarte-aux-figues-fraiches_c,11,Magimix,10,20,30,0,4 personnes,"['1  pâte feuilletée', '100 g de sucre', '800 g de figues', ""200 ml d'eau""]"
Gâteau aux carottes,DESSERTS,https://assets.magimix.com/files/rec_135/Fotolia_73112723_M.jpg,https://www.magimix.fr/recettes/gateau-aux-carottes_c,11,Magimix,10,45,55,0,4 personnes,"['115 g de farine', '1 c.c. de levure chimique', '1 c.c. de bicarbonate alimentaire', '150 g de carottes', '190 g de sucre', '1 c.c. de cannelle', '2  œufs', ""50 ml d'huile de colza""]"
Méli-mélo de carottes et courgettes,LÉGUMES,https://assets.magimix.com/files/rec_125/326631503meliymeloycarottesycourgettes.jpg,https://www.magimix.fr/recettes/meli-melo-de-carottes-et-courgettes_c,11,Magimix,10,5,15,0,4 personnes,"['1  carotte', '2  courgettes', ""2 c.s. d'huile d'olive"", ""5 g d'estragon haché""]"
Sauce chaude à la tomate,SAUCES,https://assets.magimix.com/files/rec_107/couli.jpg,https://www.magimix.fr/recettes/sauce-chaude-a-la-tomate_c,11,Magimix,15,15,30,0,4 personnes,"['6 branches de persil', '5 feuilles de basilic frais', '0.5 bouquet de ciboulette', ""1 c.s. d'huile d'olive"", '1 pincée de sel', '1 pincée de poivre', '4  échalotes', ""1  gousse d'ail"", '4  tomates', '3 c.s. de concentré de tomates', '2 c.c. de cassonade']"
Kouglof,BOULANGERIE,https://assets.magimix.com/files/rec_61/1258457126kouglof.jpg,https://www.magimix.fr/recettes/kouglof-1_c,11,Magimix,15,40,2,2,8 personnes,"['300 g de farine T55', '100 g de sucre en poudre', '80 g de beurre pommade', ""50 g d'amandes émondées"", '50 g de raisins secs', '160 ml de lait', '14 g de levure de boulanger', '3 c.s. de Kirsch', '1  œuf', '1 pincée de sel']"
Tapenade,APÉRITIFS,https://assets.magimix.com/files/rec_41/tapenade_avatar.jpg,https://www.magimix.fr/recettes/tapenade-1_c,11,Magimix,5,0,5,0,1 bol,"[""250 g d'olives noires dénoyautées"", ""1 c.s. d'huile d'olive"", '1 c.s. de câpres', '2 c.c. de moutarde', '1  jus de citron jaune', '1 pincée de poivre']"
Tomates Farcies,VIANDES,https://assets.magimix.com/files/rec_18/tomates farcies_avatar.jpg,https://www.magimix.fr/recettes/tomates-farcies-1_c,11,Magimix,30,40,1,0,4 personnes,"['8  tomates', '450 g steak haché', '100 g de mie de pain', '4 c.s. lait demi-écrémé, UHT', ""2  gousses d'ail"", '1  oignon', '5 branches de persil', '1 c.c. paprika']"
Lait de noix de cajou,BOISSONS,https://assets.magimix.com/files/rec_1853200/1805806510lait_noix_de_cajou_juice_expert_magimix_extracteur_de_jus.jpg,https://www.magimix.fr/recettes/lait-de-noix-de-cajou_r,11,Magimix,15,0,8,8,2 verres,"['200 g de noix de cajou', ""600 ml d'eau""]"
Lait de soja,BOISSONS,https://assets.magimix.com/files/rec_1853300/Fotolia_69932849_M.jpg,https://www.magimix.fr/recettes/lait-de-soja_r,11,Magimix,15,0,8,8,2 verres,"['150 g de soja jaune dépelliculé', ""600 ml d'eau""]"
Tisane énergisante,BOISSONS,https://assets.magimix.com/files/rec_1854100/506885820Fotolia_70042226_S.jpg,https://www.magimix.fr/recettes/tisane-energisante_r,11,Magimix,5,0,5,0,2 verres,"['300 g de raisins noirs', '2 cm de gingembre frais', '200 ml de tisane à la camomille']"
Rose fushia,BOISSONS,https://assets.magimix.com/files/rec_1854200/Fotolia_42049518_Subscription_Monthly_XXL.jpg,https://www.magimix.fr/recettes/rose-fushia_r,11,Magimix,5,0,5,0,4 verres,"['0.25  de pastèque', '60 g de fraises', '1  citron vert', '200 ml de thé Earl Grey® froid', '4 feuilles de menthe']"
Smoothie rose,BOISSONS,https://assets.magimix.com/files/rec_1854300/smootie rose_avatar.jpg,https://www.magimix.fr/recettes/smoothie-rose_r,11,Magimix,10,0,10,0,2 verres,"['2  goyaves', '10 g de framboises', '2  pommes']"
Smoothie rose au tofu,BOISSONS,https://assets.magimix.com/files/rec_1854400/fr_595283726yaourt_raisin_framboise_juice_expert_magimix_extracteur_de_jus.jpg,https://www.magimix.fr/recettes/smoothie-rose-au-tofu_r,11,Magimix,10,0,10,0,2 verres,"['2  goyaves', '10 g de framboises', '2  pommes', '150 g de tofu soyeux']"
Smoothie des tropiques,BOISSONS,https://assets.magimix.com/files/rec_1854500/2010885279jus_juice_expert_magimix_extracteur_de_jus.jpg,https://www.magimix.fr/recettes/smoothie-des-tropiques_r,11,Magimix,10,0,10,0,2 verres,"['0.5  ananas', '1  mangue', '1  kiwi']"
Smoothie clafoutis,BOISSONS,https://assets.magimix.com/files/rec_1854600/Fotolia_67456293_M.jpg,https://www.magimix.fr/recettes/smoothie-clafoutis_r,11,Magimix,10,0,10,0,2 verres,"['4  abricots', '4  prunes', '1  citron jaune']"
Smoothie Bourdaloue,BOISSONS,https://assets.magimix.com/files/rec_1854700/milkshake.jpg,https://www.magimix.fr/recettes/smoothie-bourdaloue_r,11,Magimix,10,0,10,0,2 verres,"['5  poires', '1  citron jaune', ""5 g d'amandes effilées""]"
Smoothie d'été,BOISSONS,https://assets.magimix.com/files/rec_1854800/peche.jpg,https://www.magimix.fr/recettes/smoothie-d_ete_r,11,Magimix,10,0,10,0,2 verres,"['2  pêches', '200 g de tomates cerises', '6 feuilles de basilic']"
Smoothie brugnon et mûres,BOISSONS,https://assets.magimix.com/files/rec_1854900/p_che.jpg,https://www.magimix.fr/recettes/smoothie-brugnon-et-mures_r,11,Magimix,10,0,10,0,2 verres,"['2  brugnons ou nectarines', '200 g de mûres', '6 feuilles de basilic']"
Smoothie pomme et cerises,BOISSONS,https://assets.magimix.com/files/rec_1855100/Fotolia_67592418_M.jpg,https://www.magimix.fr/recettes/smoothie-pomme-et-cerises_r,11,Magimix,5,0,5,0,2 verres,"['2  pommes', '200 g de cerises']"
Smoothie pomme et mangue,BOISSONS,https://assets.magimix.com/files/rec_1855200/smoothie pomme mangue_avatar.jpg,https://www.magimix.fr/recettes/smoothie-pomme-et-mangues_r,11,Magimix,5,0,5,0,2 verres,"['2  pommes', '1  mangue']"
Gaspacho,SOUPES,https://assets.magimix.com/files/rec_1855300/gaspacho.jpg,https://www.magimix.fr/recettes/gaspacho_r,11,Magimix,10,0,10,0,4 personnes,"['600 g de tomates', '0.25  de concombre', '0.25  de poivron rouge', ""0.5  gousse d'ail"", ""2 c.s. d'huile d'olive""]"
Gaspacho de pastèque,SOUPES,https://assets.magimix.com/files/rec_1855400/gaspacho pasteque_avatar.jpg,https://www.magimix.fr/recettes/gaspacho-de-pasteque_r,11,Magimix,10,0,10,0,4 personnes,"['300 g de tomates', '0.25  de concombre', '0.25  de pastèque', '1 bouquet de menthe fraîche', ""2 c.s. d'huile d'olive""]"
Velouté de concombre à la Grecque,SOUPES,https://assets.magimix.com/files/rec_1855500/concombre.jpg,https://www.magimix.fr/recettes/veloute-de-concombre-a-la-grecque_r,11,Magimix,5,0,5,0,2 personnes,"['0.5  concombre', '300 g yaourts à la grecque', '1 brin de ciboulette', '2 feuilles de menthe', '30 ml de jus de citron']"
Purée de betterave,LÉGUMES,https://assets.magimix.com/files/rec_1855600/mousse_de_betterave_juice_expert_magimix_extracteur_de_jus.jpg,https://www.magimix.fr/recettes/puree-de-betterave_r,11,Magimix,10,0,10,0,4 personnes,"['3  betteraves rouges cuites', '0.5  orange', '1 pincée de cumin', '1 pincée de curcuma']"
Purée de carotte,LÉGUMES,https://assets.magimix.com/files/rec_1855700/Carotte.jpg,https://www.magimix.fr/recettes/puree-de-carotte_r,11,Magimix,10,0,10,0,4 personnes,"['6  carottes cuites', '0.5  orange', '1 pincée de cumin', '1 pincée de curcuma', '1 cm de gingembre frais']"
Emulsion d'asperges,ENTRÉES,https://assets.magimix.com/files/rec_1855800/384955686Fotolia_29425469_S.jpg,https://www.magimix.fr/recettes/emulsion-d_asperges_r,11,Magimix,15,20,35,0,6 personnes,"[""1 botte d'asperges vertes"", '1  cube de bouillon de volaille', '250 ml de crème liquide', '2  feuilles de gélatine']"
Ketchup maison,SAUCES,https://assets.magimix.com/files/rec_1855900/fr_737128014xfhdw.jpg,https://www.magimix.fr/recettes/ketchup-maison-1_r,11,Magimix,15,1,2,1,4 pots,"['3  tomates', '1 branche de céleri branche', '2  pommes rouges', '1  mangue', '1  oignon', '150 ml de vinaigre', '150 g de sucre en poudre', '1 c.c. de sel']"
Coulis de framboises,DESSERTS,https://assets.magimix.com/files/rec_1856100/coulis framboise_avatar.jpg,https://www.magimix.fr/recettes/coulis-de-framboises-1_r,11,Magimix,15,0,15,0,6 personnes,"['300 g de framboises', '0.5  citron jaune', '3 c.s. de sucre glace']"
Coulis de fraises,DESSERTS,https://assets.magimix.com/files/rec_1856200/coulis_fruits_rouges.jpg,https://www.magimix.fr/recettes/coulis-de-fraises_r,11,Magimix,15,0,15,0,6 personnes,"['300 g de fraises', '0.5  citron jaune', '3 c.s. de sucre glace']"
Coulis de mangue,DESSERTS,https://assets.magimix.com/files/rec_1856300/coulis mangue_avatar.jpg,https://www.magimix.fr/recettes/coulis-de-mangue_r,11,Magimix,15,0,15,0,6 personnes,"['300 g de mangue', '0.5  citron jaune', '3 c.s. de sucre glace']"
Coulis de myrtilles,DESSERTS,https://assets.magimix.com/files/rec_1856400/myrtille2.jpg,https://www.magimix.fr/recettes/coulis-de-myrtilles_r,11,Magimix,15,0,15,0,6 personnes,"['300 g de myrtilles', '0.5  citron jaune', '3 c.s. de sucre glace']"
Coulis de tomates,SAUCES,https://assets.magimix.com/files/rec_1856500/avatar_tomato-coulis-avatar.jpg,https://www.magimix.fr/recettes/coulis-de-tomates-1_r,11,Magimix,10,30,40,0,4 personnes,"['1 kg de tomates mûres', ""2 c.s. d'huile d'olive"", '2 c.c. de sucre', ""2  gousses d'ail"", '1 bouquet de basilic frais']"
Coulis de poivrons grillés,SAUCES,https://assets.magimix.com/files/rec_1856600/fr_370068091poivrons.jpg,https://www.magimix.fr/recettes/coulis-de-poivrons-grilles_r,11,Magimix,10,30,40,0,4 personnes,"['1  poivron rouge', '2  poivrons jaunes', ""1  gousse d'ail"", ""2 c.s. d'huile d'olive""]"
Yaourt raisin framboises,DESSERTS,https://assets.magimix.com/files/rec_1856700/yaourt_raisin_framboise_juice_expert_magimix_extracteur_de_jus.jpg,https://www.magimix.fr/recettes/yaourt-raisin-framboises_r,11,Magimix,10,0,10,0,4 personnes,"['300 g de framboises', '300 g de raisins noirs', '300 g de yaourt crémeux', '100 ml de lait', '0.5 c.c. de poivre blanc', '2 c.c. de miel']"
Pâte de fruits à la prune,DESSERTS,https://assets.magimix.com/files/rec_1856800/fr_263475871patesyfruitsydomyderyret.jpg,https://www.magimix.fr/recettes/pate-de-fruits-a-la-prune_r,11,Magimix,15,45,25,24,60 pièces,"['600 g de prunes', '0.5  citron jaune', '700 g de sucre', '25 g de pectine']"
Esquimaux aux 3 parfums,GLACES,https://assets.magimix.com/files/rec_1856900/fr_1747485196esquimaux.jpg,https://www.magimix.fr/recettes/esquimaux-aux-3-parfums_r,11,Magimix,10,0,24,24,4 personnes,"['1  melon', '250 g de fraises', '250 g de framboises', '1 c.s. de sirop de sucre de canne (facultatif)']"
Gelée de groseilles,DESSERTS,https://assets.magimix.com/files/rec_1857000/fr_2043175506kjgklh.jpg,https://www.magimix.fr/recettes/gelee-de-groseilles-1_r,11,Magimix,15,15,30,0,4 pots,"['500 g de groseilles', '800 g de sucre cristal', '20 g de pectine']"
Green cake,DESSERTS,https://assets.magimix.com/files/rec_1857100/fr_1496837352g_teauyyaourt.jpg,https://www.magimix.fr/recettes/green-cake-1_r,11,Magimix,15,30,45,0,6 personnes,"['8  pommes', '3  œufs', '200 g de farine', ""70 g de flocons d'avoine"", '150 g de cassonade', ""200 ml d'huile de colza"", '1 sachet de levure chimique', '1 pincée de cannelle en poudre', '1 c.s. de sucre glace']"
Confiture de myrtilles,DESSERTS,https://assets.magimix.com/files/rec_1857300/Fotolia_118844158_S.jpg,https://www.magimix.fr/recettes/confiture-de-myrtilles_r,11,Magimix,10,15,25,0,6 pots,"['1.5 kg de myrtilles', '1600 g de sucre cristal', '40 g de pectine', '1 noix de beurre']"
Gelée pomme-cannelle,DESSERTS,https://assets.magimix.com/files/rec_1857600/fr_993374114gel_e.jpg,https://www.magimix.fr/recettes/gelee-pomme-cannelle_r,11,Magimix,15,15,30,0,4 pots,"['1.5 kg de pommes', '800 g de sucre en poudre', '1  citron jaune', '40 g de pectine', '2 c.s. de sucre en poudre', '1 c.c. de cannelle']"
Sorbet à la fraise,GLACES,https://assets.magimix.com/files/rec_1857700/sorbet fraise_avatar.jpg,https://www.magimix.fr/recettes/sorbet-a-la-fraise-1_r,11,Magimix,10,0,3,3,6 personnes,"['200 ml de sirop de sucre de canne', '0.5  citron jaune', '500 g de fraises']"
